run,claim,reference_counts,reported_counts,reference_status,reported_status,mean_probability,mean_individual_entropy,between_participant_dispersion,coding
health/ablation/remove-provenance,2,"[1, 7, 0]","[1, 7, 0]",opposition consensus,opposition consensus,0.25,0.69488705911266,0.11639106534647281,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
health/ablation/remove-provenance,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.525,0.9598034496647059,0.038392429378104165,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
health/ablation/remove-provenance,4,"[4, 4, 0]","[4, 4, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
health/ablation/remove-reconsideration,1,"[4, 2, 2]","[4, 2, 2]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
health/ablation/remove-reconsideration,2,"[3, 2, 3]","[3, 2, 3]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
health/ablation/remove-reconsideration,3,"[3, 0, 5]","[3, 0, 5]",insufficient evidence,insufficient evidence,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
health/ablation/remove-reconsideration,4,"[4, 4, 0]","[4, 4, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words250,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words250,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words250,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words250,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words500,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words500,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words500,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words500,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words1000,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words1000,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words1000,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n8-words1000,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n32-words500,1,"[24, 0, 8]","[24, 0, 8]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n32-words500,2,"[4, 24, 4]","[4, 24, 4]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n32-words500,3,"[4, 0, 28]","[4, 0, 28]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n32-words500,4,"[20, 12, 0]","[20, 12, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n64-words500,1,"[48, 0, 16]","[48, 0, 16]",mixed,mixed,0.7462499999999999,0.7346242642336165,0.08254354731150915,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n64-words500,2,"[8, 48, 8]","[8, 48, 8]",mixed,mixed,0.33125000000000004,0.7938458733610568,0.12235252379647876,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n64-words500,3,"[8, 0, 56]","[8, 0, 56]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/core/n64-words500,4,"[40, 24, 0]","[40, 24, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/stage/feedback,1,"[3, 2, 3]","[3, 2, 3]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/stage/feedback,2,"[3, 2, 3]","[3, 2, 3]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/stage/feedback,3,"[4, 0, 4]","[4, 0, 4]",insufficient evidence,insufficient evidence,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/stage/feedback,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/stage/final-synthesis,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/stage/final-synthesis,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/stage/final-synthesis,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/stage/final-synthesis,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/reverse-order,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/reverse-order,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/reverse-order,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/reverse-order,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/paraphrase,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/paraphrase,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/paraphrase,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/paraphrase,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/verbosity,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/verbosity,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/verbosity,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/verbosity,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/prestige-labels,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/prestige-labels,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/prestige-labels,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/prestige-labels,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/repeat-statement,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/repeat-statement,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/repeat-statement,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/repeat-statement,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/shared-source-supporters,1,"[8, 0, 2]","[8, 0, 2]",support consensus,support consensus,0.757,0.7320850303643656,0.06790865200231777,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/shared-source-supporters,2,"[1, 6, 3]","[1, 6, 3]",mixed,mixed,0.365,0.8350766986888456,0.11167875099434754,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/shared-source-supporters,3,"[1, 0, 9]","[1, 0, 9]",insufficient evidence,insufficient evidence,0.515,0.9685653143329839,0.03078537548162641,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/shared-source-supporters,4,"[5, 3, 2]","[5, 3, 2]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/new-contradictory-evidence,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/new-contradictory-evidence,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/new-contradictory-evidence,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/new-contradictory-evidence,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/remove-observation,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/remove-observation,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/remove-observation,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/perturbation/remove-observation,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-qualification,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-qualification,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-qualification,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-qualification,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-probabilities,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-probabilities,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-probabilities,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-probabilities,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-provenance,1,"[6, 0, 2]","[6, 0, 2]",mixed,mixed,0.7462500000000001,0.7346242642336164,0.08254354731150904,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-provenance,2,"[1, 6, 1]","[1, 6, 1]",mixed,mixed,0.33125,0.7938458733610569,0.12235252379647865,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-provenance,3,"[1, 0, 7]","[1, 0, 7]",insufficient evidence,insufficient evidence,0.51875,0.9607066429162299,0.038278724250494056,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-provenance,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-reconsideration,1,"[3, 2, 3]","[3, 2, 3]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-reconsideration,2,"[3, 2, 3]","[3, 2, 3]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-reconsideration,3,"[4, 0, 4]","[4, 0, 4]",insufficient evidence,insufficient evidence,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
release/ablation/remove-reconsideration,4,"[5, 3, 0]","[5, 3, 0]",mixed,mixed,,,,"Unblinded author coding. Counts and probability summaries are calculated, not independently predicted."
