scenario,form_id,arm,round,participant,claim,claim_text,kind,vote,correct,reason
health,25,feedback,2,P06,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,25,feedback,2,P06,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,25,feedback,2,P06,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
health,25,feedback,2,P06,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,A fixed budget should prioritise the lower-cost service until health benefits are known.
health,25,feedback,2,P07,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Disagree,False,"I doubt this proposition, but I do not have direct data to settle it."
health,25,feedback,2,P07,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
health,25,feedback,2,P07,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,25,feedback,2,P07,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,Flexible access deserves funding even when delivery is more expensive.
health,25,feedback,2,P08,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
health,25,feedback,2,P08,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,25,feedback,2,P08,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,25,feedback,2,P08,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,A fixed budget should prioritise the lower-cost service until health benefits are known.
health,25,feedback,3,P01,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"I retain my rating. H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference."
health,25,feedback,3,P01,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"I retain my rating. H2 gives 18000/90 = 200, versus 12000/75 = 160 units per attendee."
health,25,feedback,3,P01,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
health,25,feedback,3,P01,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,Flexible access deserves funding even when delivery is more expensive. The other participants prioritise different values; their ratings do not settle this choice.
health,25,feedback,3,P02,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"I retain my rating. H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference."
health,25,feedback,3,P02,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"I revise my rating after reading P01’s explanation in the saved feedback. H2 gives 18000/90 = 200, versus 12000/75 = 160 units per attendee."
health,25,feedback,3,P02,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,The peer discussion gives no measured outcome for this claim. I withdraw my unsupported expectation.
health,25,feedback,3,P02,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,A fixed budget should prioritise the lower-cost service until health benefits are known. The other participants prioritise different values; their ratings do not settle this choice.
health,25,feedback,3,P03,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"I revise my rating after reading P01’s explanation in the saved feedback. H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference."
health,25,feedback,3,P03,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"I revise my rating after reading P01’s explanation in the saved feedback. H2 gives 18000/90 = 200, versus 12000/75 = 160 units per attendee."
health,25,feedback,3,P03,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
health,25,feedback,3,P03,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,Flexible access deserves funding even when delivery is more expensive. The other participants prioritise different values; their ratings do not settle this choice.
health,25,feedback,3,P04,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Unable to judge,False,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
health,25,feedback,3,P04,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"I revise my rating after reading P01’s explanation in the saved feedback. H2 gives 18000/90 = 200, versus 12000/75 = 160 units per attendee."
health,25,feedback,3,P04,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Agree,,I retain my earlier expectation despite P01’s contrary explanation. I have no new supporting evidence; this remaining belief is not evidence of effectiveness.
health,25,feedback,3,P04,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,A fixed budget should prioritise the lower-cost service until health benefits are known. The other participants prioritise different values; their ratings do not settle this choice.
health,25,feedback,3,P05,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"I retain my rating. H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference."
health,25,feedback,3,P05,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"I retain my rating. H2 gives 18000/90 = 200, versus 12000/75 = 160 units per attendee."
health,25,feedback,3,P05,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
health,25,feedback,3,P05,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,Flexible access deserves funding even when delivery is more expensive. The other participants prioritise different values; their ratings do not settle this choice.
health,25,feedback,3,P06,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"I revise my rating after reading P01’s explanation in the saved feedback. H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference."
health,25,feedback,3,P06,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"I revise my rating after reading P01’s explanation in the saved feedback. H2 gives 18000/90 = 200, versus 12000/75 = 160 units per attendee."
health,25,feedback,3,P06,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,The peer discussion gives no measured outcome for this claim. I withdraw my unsupported expectation.
health,25,feedback,3,P06,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,A fixed budget should prioritise the lower-cost service until health benefits are known. The other participants prioritise different values; their ratings do not settle this choice.
health,25,feedback,3,P07,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"I revise my rating after reading P01’s explanation in the saved feedback. H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference."
health,25,feedback,3,P07,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Agree,False,I retain my earlier expectation despite P01’s contrary explanation. I have no new supporting evidence; this remaining belief is not evidence of effectiveness.
health,25,feedback,3,P07,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
health,25,feedback,3,P07,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,Flexible access deserves funding even when delivery is more expensive. The other participants prioritise different values; their ratings do not settle this choice.
health,25,feedback,3,P08,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"I retain my rating. H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference."
health,25,feedback,3,P08,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"I revise my rating after reading P01’s explanation in the saved feedback. H2 gives 18000/90 = 200, versus 12000/75 = 160 units per attendee."
health,25,feedback,3,P08,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
health,25,feedback,3,P08,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,A fixed budget should prioritise the lower-cost service until health benefits are known. The other participants prioritise different values; their ratings do not settle this choice.
health,26,no-feedback,2,P01,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference."
health,26,no-feedback,2,P01,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"H2 gives 18000/90 = 200, versus 12000/75 = 160 units per attendee."
health,26,no-feedback,2,P01,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,26,no-feedback,2,P01,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,Flexible access deserves funding even when delivery is more expensive.
health,26,no-feedback,2,P02,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference."
health,26,no-feedback,2,P02,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,26,no-feedback,2,P02,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
health,26,no-feedback,2,P02,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,A fixed budget should prioritise the lower-cost service until health benefits are known.
health,26,no-feedback,2,P03,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Disagree,False,"I doubt this proposition, but I do not have direct data to settle it."
health,26,no-feedback,2,P03,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
health,26,no-feedback,2,P03,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,26,no-feedback,2,P03,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,Flexible access deserves funding even when delivery is more expensive.
health,26,no-feedback,2,P04,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,26,no-feedback,2,P04,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
health,26,no-feedback,2,P04,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
health,26,no-feedback,2,P04,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,A fixed budget should prioritise the lower-cost service until health benefits are known.
health,26,no-feedback,2,P05,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference."
health,26,no-feedback,2,P05,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"I doubt this proposition, but I do not have direct data to settle it."
health,26,no-feedback,2,P05,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,26,no-feedback,2,P05,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,Flexible access deserves funding even when delivery is more expensive.
health,26,no-feedback,2,P06,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,26,no-feedback,2,P06,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,26,no-feedback,2,P06,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
health,26,no-feedback,2,P06,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,A fixed budget should prioritise the lower-cost service until health benefits are known.
health,26,no-feedback,2,P07,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Disagree,False,"I doubt this proposition, but I do not have direct data to settle it."
health,26,no-feedback,2,P07,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
health,26,no-feedback,2,P07,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,26,no-feedback,2,P07,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,Flexible access deserves funding even when delivery is more expensive.
health,26,no-feedback,2,P08,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
health,26,no-feedback,2,P08,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,26,no-feedback,2,P08,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
health,26,no-feedback,2,P08,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,A fixed budget should prioritise the lower-cost service until health benefits are known.
health,26,no-feedback,3,P01,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P01,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"H2 gives 18000/90 = 200, versus 12000/75 = 160 units per attendee. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P01,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P01,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,"Flexible access deserves funding even when delivery is more expensive. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P02,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P02,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Unable to judge,False,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P02,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P02,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,"A fixed budget should prioritise the lower-cost service until health benefits are known. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P03,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Disagree,False,"I doubt this proposition, but I do not have direct data to settle it. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P03,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P03,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P03,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,"Flexible access deserves funding even when delivery is more expensive. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P04,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Unable to judge,False,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P04,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P04,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P04,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,"A fixed budget should prioritise the lower-cost service until health benefits are known. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P05,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"H1 reports 90/150 versus 75/150, which is a 10 percentage-point attendance difference. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P05,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"I doubt this proposition, but I do not have direct data to settle it. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P05,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P05,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,"Flexible access deserves funding even when delivery is more expensive. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P06,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Unable to judge,False,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P06,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Disagree,True,"On rereading my original H2 packet, 18000/90 is 200 and 12000/75 is 160; evening delivery is more expensive per attendee."
health,26,no-feedback,3,P06,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P06,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,"A fixed budget should prioritise the lower-cost service until health benefits are known. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P07,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Disagree,False,"I doubt this proposition, but I do not have direct data to settle it. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P07,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P07,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P07,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Agree,,"Flexible access deserves funding even when delivery is more expensive. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P08,1,Evening invitations increased observed attendance by 10 percentage points in this study.,factual,Agree,True,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P08,2,The evening programme had a lower delivery cost per attendee than the daytime programme.,factual,Unable to judge,False,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P08,3,Evening appointments reduce hospital admissions over the next year.,unresolved,Unable to judge,,"My packet does not establish this proposition; I need the relevant outcome counts and follow-up. On reconsideration, my original packet supplies no additional basis for a change."
health,26,no-feedback,3,P08,4,The town should fund evening access despite its higher delivery cost per attendee.,normative,Disagree,,"A fixed budget should prioritise the lower-cost service until health benefits are known. On reconsideration, my original packet supplies no additional basis for a change."
release,27,feedback,2,P01,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"R1 gives 36/60 versus 24/60: an observed 20 percentage-point difference, not a causal estimate."
release,27,feedback,2,P01,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,R2 omits 30 programme outcomes and 15 comparison outcomes; full-cohort employment rates are not established.
release,27,feedback,2,P01,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,27,feedback,2,P01,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence.
release,27,feedback,2,P02,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Disagree,False,"I doubt this proposition, but I do not have direct data to settle it."
release,27,feedback,2,P02,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,27,feedback,2,P02,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,27,feedback,2,P02,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence.
release,27,feedback,2,P03,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,27,feedback,2,P03,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,27,feedback,2,P03,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,27,feedback,2,P03,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,Expansion should wait because selection and missing outcomes undermine the case.
release,27,feedback,2,P04,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,27,feedback,2,P04,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,27,feedback,2,P04,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,27,feedback,2,P04,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence.
release,27,feedback,2,P05,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,27,feedback,2,P05,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,"I doubt this proposition, but I do not have direct data to settle it."
release,27,feedback,2,P05,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,27,feedback,2,P05,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,Expansion should wait because selection and missing outcomes undermine the case.
release,27,feedback,2,P06,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,27,feedback,2,P06,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,27,feedback,2,P06,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,27,feedback,2,P06,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence.
release,27,feedback,2,P07,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Disagree,False,"I doubt this proposition, but I do not have direct data to settle it."
release,27,feedback,2,P07,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Agree,False,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,27,feedback,2,P07,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,27,feedback,2,P07,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,Expansion should wait because selection and missing outcomes undermine the case.
release,27,feedback,2,P08,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,27,feedback,2,P08,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Unable to judge,False,My packet does not establish this proposition; I need the relevant outcome counts and follow-up.
release,27,feedback,2,P08,3,The programme reduces reconviction over two years.,unresolved,Agree,,"I currently lean toward this proposition based on an unverified expectation, not direct outcome data."
release,27,feedback,2,P08,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence.
release,27,feedback,3,P01,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I retain my rating. R1 gives 36/60 versus 24/60: an observed 20 percentage-point difference, not a causal estimate."
release,27,feedback,3,P01,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,I retain my rating. R2 omits 30 programme outcomes and 15 comparison outcomes; full-cohort employment rates are not established.
release,27,feedback,3,P01,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
release,27,feedback,3,P01,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence. The other participants prioritise different values; their ratings do not settle this choice.
release,27,feedback,3,P02,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I revise my rating after reading P01’s explanation in the saved feedback. R1 gives 36/60 versus 24/60: an observed 20 percentage-point difference, not a causal estimate."
release,27,feedback,3,P02,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Disagree,True,I revise my rating after reading P01’s explanation in the saved feedback. R2 omits 30 programme outcomes and 15 comparison outcomes; full-cohort employment rates are not established.
release,27,feedback,3,P02,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,The peer discussion gives no measured outcome for this claim. I withdraw my unsupported expectation.
release,27,feedback,3,P02,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Agree,,A bounded expansion can provide support while improving the evidence. The other participants prioritise different values; their ratings do not settle this choice.
release,27,feedback,3,P03,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Unable to judge,False,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
release,27,feedback,3,P03,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Unable to judge,False,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
release,27,feedback,3,P03,3,The programme reduces reconviction over two years.,unresolved,Unable to judge,,I remain unable to judge; the peer statements do not resolve the evidence gap to my satisfaction.
release,27,feedback,3,P03,4,The region should offer a limited expansion while commissioning a stronger evaluation.,normative,Disagree,,Expansion should wait because selection and missing outcomes undermine the case. The other participants prioritise different values; their ratings do not settle this choice.
release,27,feedback,3,P04,1,Recorded stable housing at six months was 20 percentage points higher in the programme cohort than in the comparison cohort.,factual,Agree,True,"I retain my rating. R1 gives 36/60 versus 24/60: an observed 20 percentage-point difference, not a causal estimate."
release,27,feedback,3,P04,2,The employment report establishes a higher employment rate across all programme participants than across all comparison participants.,factual,Agree,False,I retain my earlier expectation despite P01’s contrary explanation. I have no new supporting evidence; this remaining belief is not evidence of effectiveness.
